name,header_url,city,county,postal_cod,latitude,longitude,FORMAL_EN,POP_EST,POP_YEAR,GDP_YEAR,ECONOMY,INCOME_GRP,CONTINENT,REGION_UN,SUBREGION,icon_url
MINI FABLAB VJCET,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/54/47/dcfae899-f906-4463-a127-6499b39e69e7/MINI FABLAB VJCET.jpg,Vazhakulam,kerala,"686670",9.947450300000000,76.635035099999996,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
Mini FabLab MACE,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/54/49/1b855b66-0edf-4513-9038-ec1aa82b8d7c/Mini FabLab MACE.jpg,Kothamangalam,Kerala,"686666",10.052244500000000,76.618999299999999,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
Mini FabLab Kerala- GCEK,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/54/50/2420178f-db5a-4f95-9d2e-6c7a53ec5722/Mini FabLab Kerala- GCEK.jpg,Kannur,Kerala,"670563",11.985896100000000,75.382100300000005,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
MINI FABLAB KERALA SCTCE TRIVANDRUM,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/54/51/1100e072-4422-4d0b-9b18-0ec1f348a84c/MINI FABLAB KERALA SCTCE TRIVANDRUM.jpg,Thiruvananthapuram,Kerala,"695018",8.471516500000000,76.979445100000007,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
Mini Fablab RIT,,kottayam,kerala,"686501",9.580462799999999,76.620510600000003,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
MINI FABLAB- ADISHANKARA,,Ernakulam,Kerala,"683574",10.177749100000000,76.429743700000003,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
Mini FABLAB KERALA - CET - Trivandrum,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/54/53/49482fee-2d1e-4597-9636-47cdce7f5a2e/Mini FABLAB KERALA - CET - Trivandrum.jpg,Thiruvananthapuram,Kerala,"695016",8.545809100000000,76.906382300000004,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
Mini Fablab CEC,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/54/54/76487e7c-d96d-4e76-b6b9-66f2396d117d/Mini Fablab CEC.jpg,Chengannur,Kerala,"689121",9.317979500000000,76.610975000000096,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
FabLab MACE,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/54/56/ab8f9e43-1777-4bae-bf8d-e88ce3e6afac/FabLab MACE.jpg,Kothamangalam,Kerala,"686666",10.052244500000000,76.618999299999999,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
APJ DREAMLAB TKMCE,,Kollam,Kerala,"691005",8.915818500000000,76.632480799999911,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
Fab Lab Egypt,http://fablabs.io.s3.amazonaws.com/2021/01/19/16/39/24/382211c4-44ea-46b0-9d0b-c56ea93fb333/67795977_1996791253755213_7518231657694887936_n.jpg,Cairo,Cairo,,29.959217899999999,31.252781800000001,Arab Republic of Egypt,"97041072","2017","2016",5. Emerging region: G20,4. Lower middle income,Africa,Africa,Northern Africa,
FABLAB Dhahran,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/47/55/d3fdfdd1-cc10-4e24-9dd5-a53076357577/FABLAB Dhahran.jpg,Khobar,Eastern Province,"34472",26.310181561001201,50.139841940417497,Kingdom of Saudi Arabia,"28571770","2017","2016",2. Developed region: nonG7,2. High income: nonOECD,Asia,Asia,Western Asia,
SSET FABERSPACE,http://fablabs.io.s3.amazonaws.com/2017/09/19/09/29/15/19f20c46-c5c9-4c7c-9805-67405b735dad/IMAG0028.jpg,Ernakulam,Kerala,"683576",10.271456400000000,76.399025800000004,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
SK FabLab BB,,Bansk� Bystrica,,974 09,48.740004599999999,19.124130099999999,Slovak Republic,"5445829","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Eastern Europe,./0.png
Fab Lab Iasi,http://fablabs.io.s3.amazonaws.com/2017/12/14/11/55/59/e53f0881-a341-47aa-ac88-1c1bd46fc24e/_Z5A9511.jpg,Ia?i,Iasi,"700259",47.156867699999999,27.599704899999999,Romania,"21529967","2017","2016",2. Developed region: nonG7,3. Upper middle income,Europe,Europe,Eastern Europe,./0.png
FabLab Brno,http://fablabs.io.s3.amazonaws.com/2017/05/03/09/26/15/1c5bb877-fcec-4514-9af0-086dfce36a4b/18209200_10210949066341363_4116106534829196377_o.jpg,Brno,,"61200",49.232979000000000,16.572882199999999,Czech Republic,"10674723","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Eastern Europe,./0.png
MakeIT.lab @ Fyxxi,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/55/01/53c34699-b350-472b-8326-1e63fba7083a/MakeIT.lab @ Fyxxi.jpg,Gent,,"9000",51.030690700000001,3.714393500000030,Kingdom of Belgium,"11491346","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
JIT FAB LAB,http://fablabs.io.s3.amazonaws.com/2017/04/16/21/04/40/d7ed9e50-0606-41a0-8003-0e31191406cf/01.jpg,Santa Cruz de la Sierra,Andr�s Ib��ez,"0000",-17.753969699999999,-63.158924700000000,Plurinational State of Bolivia,"11138234","2017","2016",5. Emerging region: G20,4. Lower middle income,South America,Americas,South America,
"Fab Lab ""Club for Young Technicians""","http://fablabs.io.s3.amazonaws.com/2017/01/28/14/55/08/9e2f7b01-d726-412e-a3c0-8e3b5215c747/Fab Lab ""Club for Young Technicians"".jpg",Novosibirsk,,"630090",54.844098000000002,83.113879999999995,Russian Federation,"142257519","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Europe,Europe,Eastern Europe,./0.png
FABLAB EIN HOD ARTISTS' VILLAGE,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/55/10/980782ac-cb1f-4083-ba44-cd362ab77ffe/FABLAB EIN HOD ARTISTS' VILLAGE .jpg,Ein Hod,,"30890",32.702519799999997,34.979562299999998,State of Israel,"8299706","2017","2016",2. Developed region: nonG7,1. High income: OECD,Asia,Asia,Western Asia,
FabVille,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/55/12/c3c3ec11-4038-4240-ba1e-d6fb641dc5fa/FabVille.jpg,Somerville,Massachusetts,"02143",42.387202100000003,-71.096971600000003,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
JC Fab Lab,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/55/15/f4fb313d-8755-4022-8e5f-d17d92fc2dc8/JC Fab Lab.jpg,Jersey City,New Jersey,"07306",40.736814699999996,-74.068749499999996,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Fab Lab Tenerife,,Santa Cruz de Tenerife,Canary Islands,"38002",28.255813100000001,-16.624606700000001,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Laboratorios Cesar,,Zaragoza,Zaragoza,"50010",41.659323399999998,-0.907228799999984,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
FABLAB MERMISI,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/55/17/42ffbf1e-5f08-489c-b80a-089ca8bdda82/FABLAB MERMISI.jpg,Tbilisi,Georgia,"0141	",41.775118399999997,44.795189200000003,Georgia,"4926330","2017","2016",6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,
Kirec� Fablab,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/55/19/a684f568-d2ea-4e07-bfb4-b28901a89b31/Kirec� Fablab.jpg,Ravenna,Ravenna,"48121",44.404686055063507,12.220884898950199,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Pop [lab],,Montreuil,,"93100",48.864223600000003,2.449593999999930,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Humanlab,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/55/21/cdaa3f77-6a54-4585-988f-9cc635c04a55/Humanlab.jpg,Rennes,,"35000",48.125854799999999,-1.701287099999940,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab AISI,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/55/24/ddfd713e-3aed-4e4a-bd0f-9990ca9c0a58/FabLab AISI.jpg,Kachreti,Georgia,"0101",41.650925899999997,45.679808500000000,Georgia,"4926330","2017","2016",6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,
FabLab ERQVANI,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/55/26/8dabe8a7-38c0-46a2-93f3-b509240de14f/FabLab ERQVANI.jpg,Ambrolauri,Georgia,"0160	",42.514498799999998,43.145769100000102,Georgia,"4926330","2017","2016",6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,
FabLab IBERIA,,Kutaisi,Georgia,"4600	",42.256288800000000,42.689389599999998,Georgia,"4926330","2017","2016",6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,
FabLab SPECTRI,,Tbilisi,Georgia,"0144	",41.666454399999999,44.918534599999902,Georgia,"4926330","2017","2016",6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,
FabLab LAKADA,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/55/28/9294bc3b-25b8-4fc6-8b2b-2b579f73a07a/FabLab LAKADA.jpg,Tsalenjikha,Georgia,"5200",42.621500500000003,42.066009700000002,Georgia,"4926330","2017","2016",6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,
FabLab OPIZARI,,Akhaltsikhe,,,41.638308400000000,42.999906199999899,Georgia,"4926330","2017","2016",6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,
FabLab Black Sea,,Batumi,,,41.633003036220600,41.632024812133707,Georgia,"4926330","2017","2016",6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,
FabLab EMISI,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/55/32/a2d916fb-f585-4a04-8970-407f063afbaa/FabLab EMISI.jpg,Tbilisi,Georgia,"0160",41.729873599999998,44.766339299999999,Georgia,"4926330","2017","2016",6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,
FabLab Tetnuldi,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/55/34/88d3bab8-0d49-483e-99c3-8dafc808f6b3/FabLab Tetnuldi.jpg,Mestia,Georgia,"3200	",43.033461400000000,42.689480300000000,Georgia,"4926330","2017","2016",6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,
PL Fablab KSA,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/55/37/3a91ab74-4cd9-44da-aba6-07d2d052a5f9/PL Fablab KSA.jpg,Riyadh,Riyadh,"12284",24.765946700000001,46.661607900000000,Kingdom of Saudi Arabia,"28571770","2017","2016",2. Developed region: nonG7,2. High income: nonOECD,Asia,Asia,Western Asia,
FabLab GLDANI,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/55/58/52a7f292-c4be-4320-bb4c-f7273af3d739/FabLab GLDANI.jpg,Tbilisi,Georgia,"0167",41.802567978408199,44.828535024636800,Georgia,"4926330","2017","2016",6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,
FabLab PHAZISI,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/56/02/7b0148e8-56a5-4641-b952-6c4e05c44239/FabLab PHAZISI.jpg,Poti,Georgia,"0154	",42.159291899999999,41.668938199999999,Georgia,"4926330","2017","2016",6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,
FabLab MODUSI,http://fablabs.io.s3.amazonaws.com/2019/02/21/05/30/17/7685b35d-46af-4749-9018-2bc6a677bc21/IMG_20190201_124848.jpg,Rustavi,Georgia,"0165",41.569081199999999,44.965367399999998,Georgia,"4926330","2017","2016",6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,
FabLab Akhali Talga,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/56/07/27787e76-de82-4c59-a226-5dad60cab057/FabLab Akhali Talga.jpg,Kobuleti,Georgia,"0154",41.845134399999999,41.780942099999898,Georgia,"4926330","2017","2016",6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,
FabLab Suriname,,Paramaribo,Paramaribo District,,5.828474500000000,-55.184939499999999,Republic of Suriname,"591919","2017","2016",6. Developing region,3. Upper middle income,South America,Americas,South America,
Hackspace,,??????,??????,"420095",55.828811999999999,49.075231000000002,Russian Federation,"142257519","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Europe,Europe,Eastern Europe,./0.png
D'Clic Lab,http://fablabs.io.s3.amazonaws.com/2018/08/08/12/02/07/0bfacab1-8bdc-45eb-a73c-098b2becd5e3/IMG_0261.JPG,Manosque,,"04100",43.833061000000001,5.782665700000000,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FAB.LAB INNOVA FVG,,Maniago,Pordenone,"33085",46.150644600000000,12.715983100000001,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
FabLab INTI,http://fablabs.io.s3.amazonaws.com/2018/11/30/13/24/54/6c7b9e67-220d-42b2-8782-47e4ce785218/FabLab INTI Header Image.jpg,Nilai,Negeri Sembilan,"71800",2.813056900000000,101.759017000000000,Malaysia,"31381992","2017","2016",6. Developing region,3. Upper middle income,Asia,Asia,South-Eastern Asia,
LOREM 3D FABLAB,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/56/13/99cd886e-976c-47bd-b6dc-e473d605184b/LOREM 3D FABLAB.jpg,Paris,,"75014",48.827411300000001,2.310961000000020,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
IACT Fab Lab @ Daegu,http://fablabs.io.s3.amazonaws.com/2018/09/28/12/17/07/ec5cd71d-4f3c-40e7-afdd-bf1bd70afec3/????? ??.png,Daegu,,"41542",35.891520499999999,128.599178200000011,Republic of Korea,"51181299","2017","2016",4. Emerging region: MIKT,1. High income: OECD,Asia,Asia,Eastern Asia,
Fab Lab Northampton,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/56/16/22e9edc7-5093-41ff-8dc7-3f6485440345/Fab Lab Northampton.jpg,Northampton,Northamptonshire,NN3 5BT,52.268355213454797,-0.810150928033408,United Kingdom of Great Britain and Northern Ireland,"64769452","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
Shukhov Lab,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/56/18/e07cb4a2-b89f-4eb7-82d6-18dca32e5e29/Shukhov Lab.jpg,Moskva,,"101000",55.761305399999998,37.633072800000001,Russian Federation,"142257519","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Europe,Europe,Eastern Europe,./0.png
Howard University Middle School of Mathematics and Science,,Washington,District of Columbia,"20059",38.921217100000000,-77.020462400000000,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Fablab HEP Vaud,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/56/21/2748d7fb-5c1f-4bb6-b71f-22ee8269e441/Fablab HEP Vaud.jpg,,,,46.512857099999998,6.621593700000000,Swiss Confederation,"8236303","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Health Hub Roden,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/56/23/88fc15f7-8050-4c5e-bd9c-b7f04ff36851/FabLab Health Hub Groningen.jpg,Roden,,9301 LK,53.141830400000003,6.436385299999980,Kingdom of the Netherlands,"17084719","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Fab Lab des Hautes Terres d'Oc,,Brassac,,"81260",43.629617400000001,2.497772500000000,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Lapalisse,http://fablabs.io.s3.amazonaws.com/2017/09/12/10/59/23/a2433172-33a5-416b-bfff-d5101ef7369f/21430064_1579592968758235_9049664048030421408_n.jpg,Lapalisse,Allier,"03120",46.249007700000000,3.635204800000000,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Villette Makerz by woma,,Paris,France,"75019",48.890588200000003,2.391740700000010,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Bucharest,http://fablabs.io.s3.amazonaws.com/2017/01/30/12/19/41/cab9951f-7f19-4d00-9e27-cfb3d2986cbe/_MG_2231.jpg,Bucure?ti,Bucuresti,"032266",44.406923826001098,26.204997769866999,Romania,"21529967","2017","2016",2. Developed region: nonG7,3. Upper middle income,Europe,Europe,Eastern Europe,./0.png
fablabDONOSTIA,http://fablabs.io.s3.amazonaws.com/2017/02/01/11/28/51/a4350e45-f505-44f6-86a4-a2adefce4183/fablab02 copia.jpg,Donostia-San Sebastian,Gipuzkoa,"20018",43.311918499999997,-2.010285399999930,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
"Fab Lab da Ind�stria - SESI/SENAI/IEL CIC - Curitiba, Paran�, Brazil",http://fablabs.io.s3.amazonaws.com/2017/08/12/22/39/26/9aa826a7-20da-42f1-8c47-c88c6a52783a/Fab Lab da Ind�stria 360.jpg,Curitiba,Paran�,81.310-000,-25.497560000000000,-49.311410000000002,Federative Republic of Brazil,"207353391","2017","2016",3. Emerging region: BRIC,3. Upper middle income,South America,Americas,South America,
The Technology Innovation and Entrepreneurship Project,,Boston,Massachusetts,"02119",42.325097800000002,-71.095329399999997,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Fablab du Chalonnais,http://fablabs.io.s3.amazonaws.com/2017/02/15/09/48/03/738285f5-8c10-4b64-88bb-0cd8c60d537b/DSCN8951.JPG,Chalon-sur-Sa�ne,,"71100",46.788636799999999,4.835363100000000,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Trafford Fab Lab,http://fablabs.io.s3.amazonaws.com/2017/02/07/10/36/50/73c1c3c5-735f-4482-ba4c-50eeba3fdb2c/Trafford Fab Lab (1).png,Altrincham,,WA14 1EJ,53.387767371580999,-2.348228699444580,United Kingdom of Great Britain and Northern Ireland,"64769452","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
FabLAB Trani,http://fablabs.io.s3.amazonaws.com/2017/02/07/12/50/01/db9b7ea1-2e8a-4fc0-9103-6cb09a8c04f6/Ingresso_50.jpg,Trani,BT,"76125",41.268850000000000,16.433949999999999,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
California State University Dominguez Hills,,Carson,California,"90747",33.866277900000000,-118.254558099999997,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
R�pareRecycle / 974,http://fablabs.io.s3.amazonaws.com/2021/01/02/02/59/26/c56a5711-2159-4a4b-80d5-e51cc9d80858/citronvert.jpeg,La Plaine des Cafres,tampon,"97418",-21.232858900000000,55.578682899999997,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Bilbao Fab Lab - Espacio Open,http://fablabs.io.s3.amazonaws.com/2017/02/13/21/03/36/af8f3cba-d69f-49dd-ba34-62571e4ef852/15626269_1369516249746960_275198607885698580_o.jpg,Bilbao,Bizkaia,"48014",43.269245400000003,-2.962846000000010,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
3dinnovationlab,http://fablabs.io.s3.amazonaws.com/2018/10/16/19/37/28/3bfc2b51-e5f5-4e8a-a71b-f05c8ccd41d8/OE3650tn3Pg.jpg,Sumy,,"4007",50.892161999999999,34.839721599999997,Ukraine,"44033874","2017","2016",6. Developing region,4. Lower middle income,Europe,Europe,Eastern Europe,./0.png
Lake Michigan College (Benton Harbor),,Benton Harbor,Michigan,"49022",42.116706499999999,-86.454189400000004,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
SparkLab,http://fablabs.io.s3.amazonaws.com/2017/02/13/05/05/03/71244d22-ff38-4d02-8974-91416b6b5a82/RST_1706.jpg,Quezon City,National Capital Region,"1101",14.645296999999999,121.054394000000002,Republic of the Philippines,"104256076","2017","2016",5. Emerging region: G20,4. Lower middle income,Asia,Asia,South-Eastern Asia,
Mansfield Makerspace,,Mansfield,,"44903",40.740344000000000,-82.398947000000007,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Fab Lab Akureyri,,Akureyri,,"600",65.671818799999997,-18.101692900000000,Republic of Iceland,"339747","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
FoxChapelFabLab,http://fablabs.io.s3.amazonaws.com/2017/02/14/14/13/39/de1bc5a4-34f5-4e77-bb5c-a67b138a66be/IMG_4108.JPG,Pittsburgh,,"15238",40.518472699999997,-79.868052000000006,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Clearwater's Fabrication Lab at Saint Paul's School,http://fablabs.io.s3.amazonaws.com/2017/03/23/19/12/56/9a5c4716-dfb7-45de-995e-7c9456120f4e/Saint_Pauls_Fab_Lab.jpg,Clearwater,FL,"33764",27.932373299999998,-82.756880499999994,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Snepo FabLab Sydney,http://fablabs.io.s3.amazonaws.com/2017/02/15/12/31/49/9f55a295-976a-4ec6-a0d3-c2779d205e05/snepo-lab-2.jpg,Darlinghurst,NSW,"2010",-33.874935299999997,151.214936599999987,Commonwealth of Australia,"23232413","2017","2016",2. Developed region: nonG7,1. High income: OECD,Oceania,Oceania,Australia and New Zealand,
Isvor FabLab,,Betim,Minas Gerais,32655-034,-19.967308800000001,-44.201191700000003,Federative Republic of Brazil,"207353391","2017","2016",3. Emerging region: BRIC,3. Upper middle income,South America,Americas,South America,
OpenLab Hamburg,http://fablabs.io.s3.amazonaws.com/2021/03/10/11/12/24/4bba14ce-972a-448a-92b9-36f60dd202a0/IMG-20210310-WA0010.jpg,Hamburg,,"22043",53.568830800000001,10.107385100000000,Federal Republic of Germany,"80594017","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
STEM East,,Kinston,North Carolina,"28501",35.262663500000002,-77.581635300000002,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Okarti�,http://fablabs.io.s3.amazonaws.com/2017/02/19/09/34/05/aa12d277-d60f-4b4f-b994-8248000347b0/IMG_7557.jpg,,Reunion,,-20.982889400000001,55.285412899999997,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Fab City Hub BTN,http://fablabs.io.s3.amazonaws.com/2020/05/23/13/28/19/470a15ee-c35f-47bf-ba81-997a21a5e581/FCHB banner.png,Brighton,East Sussex,BN2 4GP,50.845917900000003,-0.118693700000000,United Kingdom of Great Britain and Northern Ireland,"64769452","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
FabLab Burgos,http://fablabs.io.s3.amazonaws.com/2019/01/24/18/00/38/dab87cb8-a7e4-4d00-aad0-c6a6358e5b9c/bannerfablabburgos.jpg,Burgos,Burgos,"09001",42.334564000000000,-3.707793799999990,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Linden-McKinley STEM High School,,Columbus,Ohio,"43215",39.961175500000003,-82.998794200000006,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Greenville Junior / Senior High School,http://fablabs.io.s3.amazonaws.com/2017/02/22/17/03/06/f4285546-8808-4755-a630-3d785a5c2c72/after (2).JPG,Greenville,Pennsylvania,"16125",41.403550500000001,-80.372067500000000,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Johnson County Library MakerSpace,http://fablabs.io.s3.amazonaws.com/2017/02/22/18/25/54/85259c79-e5e6-4072-b2da-f357f9ebe305/MakerSpace_Logo.png,Overland Park,KS,"66212",38.969824099999997,-94.699626600000002,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
EcoStudio,http://fablabs.io.s3.amazonaws.com/2017/02/23/00/26/41/f0ffcbb6-d10f-4668-955c-a2482b33094e/IMG_20170212_150207.jpg,Panama City,Panama,"00000",9.006578400000000,-79.589029400000001,Republic of Panama,"3753142","2017","2016",6. Developing region,3. Upper middle income,North America,Americas,Central America,
FabLab Mons,http://fablabs.io.s3.amazonaws.com/2017/02/23/21/17/35/95abfa93-f27f-496a-b842-6750c88051a0/photo FabLab Mons.jpg,Mons,,"7000",50.446034300000001,3.956023899999990,Kingdom of Belgium,"11491346","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
INEDIT HIGH-TECH,http://fablabs.io.s3.amazonaws.com/2017/08/02/17/46/42/6bd436a2-2cc0-4c26-a021-918b9e5cb476/PhotoText.jpg,Ouagadougou,Kadiogo,"08",12.375943100000001,-1.558258300000030,Burkina Faso,"20107509","2017","2016",7. Least developed region,5. Low income,Africa,Africa,Western Africa,
LAB-LOB,http://fablabs.io.s3.amazonaws.com/2020/10/26/12/00/34/af9d6679-5ba9-4bf6-97f0-4c2929ea4e2f/IMG_20200922_105114_baja.jpg,Madrid,Madrid - Madrid,"28025",40.347625299999997,-3.696268900000000,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
JouleHub Accademy - FABLabEntlebuch,http://fablabs.io.s3.amazonaws.com/2017/03/06/15/06/18/b3cd97ee-cc8b-4303-9223-254efa51817d/DSC_0001.jpg,Entlebuch,,"6162",46.994961300000000,8.063738800000010,Swiss Confederation,"8236303","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
GreenLab Microfactory,http://fablabs.io.s3.amazonaws.com/2021/03/10/10/07/13/3a3714f3-298c-407a-b0ee-e9602bcf8428/IMG-20200731-WA0012.jpg,AKURE,Ondo State,"340271",7.322873400000000,3.788034899999960,Federal Republic of Nigeria,"190632261","2017","2016",5. Emerging region: G20,4. Lower middle income,Africa,Africa,Western Africa,
