name,header_url,city,county,postal_cod,latitude,longitude,FORMAL_EN,POP_EST,POP_YEAR,GDP_YEAR,ECONOMY,INCOME_GRP,CONTINENT,REGION_UN,SUBREGION,icon_url
Fab Lab STEM Chattanooga,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/28/ca7722fd-7997-49c5-a160-08195fe18d63/Fab Lab STEM Chattanooga.jpg,Chattanooga,TN,"37406",35.100972499999997,-85.243320600000004,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Workbench Projects,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/33/eacd8986-4bc4-47c3-ad13-e30a88424a2c/Workbench Projects.jpg,Bangalore,Karnataka,"560008",12.976512326123199,77.626561146557606,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
Polyhedra FabLab,,Belgrade,,"11000",44.795386200000003,20.494947499999999,Republic of Serbia,"7111024","2017","2016",6. Developing region,3. Upper middle income,Europe,Europe,Southern Europe,./0.png
Fab Lab Valletta,,Valletta,,VLT11,35.898675400000002,14.508194400000001,Republic of Malta,"416338","2017","2016",2. Developed region: nonG7,2. High income: nonOECD,Europe,Europe,Southern Europe,./0.png
Fabryka Pasji,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/40/81faa128-18df-4bc0-8f98-f30f38b0d952/Fabryka Pasji.jpg,Zielona G�ra,lubuskie,65-036,51.946280299999998,15.522598300000000,Republic of Poland,"38476269","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Eastern Europe,./0.png
Fablab Bottrop or HRW FabLab,http://fablabs.io.s3.amazonaws.com/2018/01/06/15/35/06/da2df783-3785-4644-8606-43bce7d58516/lab3.jpg,Bottrop,NRW,"46236",51.527246400000003,6.927344800000010,Federal Republic of Germany,"80594017","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Fab LAB Facens,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/42/47c90258-173c-4bd1-8042-1605b4db3d19/Fab LAB Facens.jpg,Sorocaba,SP,18087-125,-23.471431700000000,-47.428751699999999,Federative Republic of Brazil,"207353391","2017","2016",3. Emerging region: BRIC,3. Upper middle income,South America,Americas,South America,
smartlab Carinthia,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/46/13/ede80487-a7a9-4e2d-80ff-ba4c91783164/Smartlab Carinthia.jpg,Klagenfurt,Carinthia,"9020",46.614088199999998,14.266580599999999,Republic of Austria,"8754413","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Kamp-Lintfort,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/46/94cbecd6-7426-42e8-a44c-ffb96ae17f7e/FabLab Kamp-Lintfort.jpg,Kamp-Lintfort,,"47475",51.499969999999998,6.545330000000040,Federal Republic of Germany,"80594017","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Putnam Museum Hubbell-Waterman Fab Lab,,Davenport,Iowa,"52804",41.524061000000003,-90.577763000000004,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
E4D Banjarapalya,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/47/7e1452be-99c2-4fa2-8168-5c4e94f175c0/E4D Banjarapalya.jpg,Bangalore,Karnataka,"560082",12.832549400000000,77.485228300000003,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
Fab Lab Terre di Castelli,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/51/e05dab10-be0d-463b-8a80-5f445f650c32/Fab Lab Terre di Castelli.jpg,Spilamberto,,"41057",44.509548579026898,11.008788674591200,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Fab Lab Lleida,,L�rida,Lleida,"25008",41.623023000000003,0.625863600000002,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Campus D Fab Lab,,?????,,150-105,37.536477200000000,126.892423300000004,Republic of Korea,"51181299","2017","2016",4. Emerging region: MIKT,1. High income: OECD,Asia,Asia,Eastern Asia,
FabLab ULB,,Brussels,Brussels,"1050",50.826498299999997,4.372928900000030,Kingdom of Belgium,"11491346","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Munich Maker Lab,,M�nchen,,"80636",48.158752000000000,11.550421999999999,Federal Republic of Germany,"80594017","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Bright Youth Council,,Soshanguve,Gauteng,"0152",-25.525354600000000,28.100563200000000,Republic of South Africa,"54841552","2017","2016",5. Emerging region: G20,3. Upper middle income,Africa,Africa,Southern Africa,
Rose State College BIT Digital Prototyping Lab,http://fablabs.io.s3.amazonaws.com/2019/08/29/21/31/01/58855cfc-153d-48ce-814b-574126b9a3b4/RSC Logo_Going Somewhere Wh RGB 4 in web.jpg,Midwest City,OK,"73110",35.444664278429300,-97.413128631074500,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
CUArch Fab Lab,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/54/05fc9d6a-a367-475f-9cee-19f3e9dae579/CUArch Fab Lab.jpg,Washington,,"20064",38.934497399999998,-76.997468999999995,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
ZZZ_OLD___Info @ Leze,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/46/15/7d27b1a4-b9e0-4e24-939d-7f2240f14eb7/Info @ Leze.jpg,,,,43.416282000000002,1.392790900000020,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Vigo,http://fablabs.io.s3.amazonaws.com/2019/02/27/18/42/10/b1bb553b-a731-4eb7-9045-1369b13562c7/3e33cd7f-b4b5-46a6-8d0f-4536e2695d89.jpeg,Vigo,Pontevedra,"36201",42.235660199999998,-8.715529999999999,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
PSHS Fab Lab,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/57/5fa58b80-87d3-4ad2-9cf5-bed09c351d43/PSHS Fab Lab.jpg,Quezon City,Metro Manila,,14.648512999999999,121.039874999999995,Republic of the Philippines,"104256076","2017","2016",5. Emerging region: G20,4. Lower middle income,Asia,Asia,South-Eastern Asia,
Fab Lab Oulu,,OULU,,"90570",65.059225499999997,25.469693100000001,Republic of Finland,"5491218","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
FABLAB Uniss - Universit� di Sassari,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/00/01/59ee1d71-f55a-441d-9681-63c4dee0c2a7/FABLAB Uniss - Universit� di Sassari.jpg,Sassari,sassari - sardegna,"07100",40.712963799999997,8.556564299999989,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
LCC Fab Lab,http://fablabs.io.s3.amazonaws.com/2017/10/15/03/17/07/b27436f6-7f2e-41af-a983-e05534b27651/LCC-Fab-Lab_2018.jpg,Montreal,Quebec,H4A 2M5,45.470305300000000,-73.623448800000006,Canada,"35623680","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Fabric'INSA,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/00/05/7d90fb58-ead9-4a9c-a2b7-e9a3832b0e2d/Fabric'INSA.jpg,Toulouse,,"31400",43.570322400000002,1.467920499999990,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Luzern,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/47/20/6330e600-fa7a-4622-b796-36e993716687/FabLab Luzern.jpg,Horw,Lucerne,"6048",47.014445654755200,8.305063519573990,Swiss Confederation,"8236303","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Drone Lab Brasil,http://fablabs.io.s3.amazonaws.com/2020/05/25/22/55/32/35ffa81a-27e8-4727-8a0c-0a77150c2691/IMG-20200212-WA0006.jpg,S�o Paulo,S�o Paulo,,-23.542017399999999,-46.635779700000001,Federative Republic of Brazil,"207353391","2017","2016",3. Emerging region: BRIC,3. Upper middle income,South America,Americas,South America,
Vectorealism FabLab,http://fablabs.io.s3.amazonaws.com/2019/09/05/13/19/07/9eda4b9a-ef3b-4078-b7a4-b1c1d162366b/dirac cover facebook.jpg,Milano,,"20139",45.437976900000002,9.232026400000001,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Fab Lab Ecuador,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/00/10/8a40fb92-2dd1-4f4b-873c-a93c0d42d0ca/Fab Lab Ecuador.jpg,Quito,Pichincha,"170523",-0.208040700000000,-78.491218200000006,Republic of Ecuador,"16290913","2017","2016",6. Developing region,3. Upper middle income,South America,Americas,South America,
FabLab Zagreb,http://fablabs.io.s3.amazonaws.com/2021/01/21/13/55/09/2635fb19-de11-419e-94fa-0ccc25d78232/ilica.jpg,Zagreb,Zagreb,"10000",45.812095800000002,15.965437500000000,Republic of Croatia,"4292095","2017","2016",2. Developed region: nonG7,2. High income: nonOECD,Europe,Europe,Southern Europe,./0.png
Center for Rapid Innovation / Werkstaette Wattens,,Wattens,,"6112",47.286906799999997,11.592372200000000,Republic of Austria,"8754413","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Melvin H. King Fab Lab,,Boston,MA,"02120",42.332063099999999,-71.090845200000004,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Officine ZIP - FabLab Padova,http://fablabs.io.s3.amazonaws.com/2018/03/04/17/21/02/aa6b8905-e71c-454f-9dd0-42544fed22a6/Fablab_img.jpg,PADOVA,PD,"35129",45.411637300000002,11.917623700000000,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Zak?ad Makerspace,http://fablabs.io.s3.amazonaws.com/2019/03/15/21/06/40/b2a63a81-56d1-46f7-a2b7-1c6002cfe2da/31946880_1937965686277614_7457758041425838080_o.jpg,Pozna?,Polska,60-539,52.417631600000000,16.904250800000000,Republic of Poland,"38476269","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Eastern Europe,./0.png
Idea Center,http://fablabs.io.s3.amazonaws.com/2019/09/24/16/09/45/fa3b9eaf-2759-417f-9c83-55f21b3687ae/IMG_9051.jpeg,Blue Hill,ME,"04614",44.414774000000001,-68.592380700000007,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Timelab,http://fablabs.io.s3.amazonaws.com/2018/07/03/08/10/12/c8b29eb0-ea4f-4fe6-908d-a66a67116473/13701197_10153934597727739_3984938170386787655_o.jpg,Ghent,Flanders,"9000",51.053476199999999,3.730968999999960,Kingdom of Belgium,"11491346","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Neuch�tel,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/47/22/d82cfdc0-cf5a-4ffe-9e14-b6c6572f61fd/FabLab Neuch�tel.jpg,Neuch�tel,Canton of Neuch�tel,"2000",46.996929399999999,6.937714300000040,Swiss Confederation,"8236303","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FAB LAB IMPACT,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/00/18/163f3319-9488-4e4f-802b-c263a3a6c29f/Fab Lab Impact.jpg,Ciudad de M�xico,CDMX,"06000",19.439654800000000,-99.134222300000005,United Mexican States,"124574795","2017","2016",4. Emerging region: MIKT,3. Upper middle income,North America,Americas,Central America,
FabLab UTCompi�gne,,Compi�gne,France/Picardie/Oise,"60200",49.401928049397299,2.795589274902340,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
OpenFactory,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/00/20/73c43508-f733-4089-b12e-428aef637bf7/OpenFactory.jpg,Saint-�tienne,,"42000",45.450766000000002,4.386988999999970,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Faenza,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/00/22/f5c0db03-44ad-429f-85be-da3078c8be8a/FabLab Faenza.jpg,Faenza,Ravenna,"48018",44.287514500000000,11.886774600000001,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Digital Crafts,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/00/26/83911bad-6771-4288-b5cc-71b999071252/Digital Crafts .jpg,??,Guizhou,"550001",26.647452999999999,106.630140999999995,People's Republic of China,"1379302771","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Asia,Asia,Eastern Asia,
Maker's Asylum,http://fablabs.io.s3.amazonaws.com/2017/09/26/07/32/18/c75cc6e9-eff2-483f-b1af-807ec7d169b1/Fidget Spinner 23rd July-11.jpg,mumbai,maharastra,"400093",19.119871100000001,72.875338499999998,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
FabLab M�nster,,M�nster,,,51.960664899999998,7.626134699999970,Federal Republic of Germany,"80594017","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Z�rich,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/47/23/51f9f757-1aa2-475c-9507-800598cc8b52/FabLab Z�rich.jpg,Zurich,Canton of Zurich,"8004",47.383855599999997,8.509661899999969,Swiss Confederation,"8236303","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Fab Lab Castelldefels,http://fablabs.io.s3.amazonaws.com/2018/03/17/11/33/58/bc1e64be-cc65-43a7-9dd7-27e77f7e6c87/RDIT-0.jpg,Castelldefels,Barcelona,"08860",41.276002099999999,1.988794200000000,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
InThinks,,Bhopal,Madhya Pradesh,"462011",23.230123299999999,77.435145199999994,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
Fablab Tampere University,http://fablabs.io.s3.amazonaws.com/2017/10/16/11/32/55/451e802a-ba93-4034-ab2e-bb262523c11f/TUTLab.jpg,Tampere,,"33720",61.449863899999997,23.859129899999999,Republic of Finland,"5491218","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
Fablab Danang,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/00/38/12afe916-8e66-46e2-9b1c-08e148e7f8dc/Fablab Danang.jpg,Danang,,"550000",16.079645899999999,108.215249200000002,Socialist Republic of Vietnam,"96160163","2017","2016",5. Emerging region: G20,4. Lower middle income,Asia,Asia,South-Eastern Asia,
Fab Lab Castelfranco Veneto,,Castelfranco Veneto,TV,"31033",45.672906099999999,11.959153000000001,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
13 FabLab Belo Horizonte,,Belo Horizonte,MG,30130-009,-19.945254200000001,-43.922568499999997,Federative Republic of Brazil,"207353391","2017","2016",3. Emerging region: BRIC,3. Upper middle income,South America,Americas,South America,
FireStarter Fab Lab,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/00/40/85028cab-1eb9-435a-9cb0-8c0972e1241d/FireStarter Fab Lab.jpg,Warner Robins,Georgia,"31088",32.595359100000003,-83.653669800000003,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
FabLab Ch�ne 20,,Renens,,"1020",46.527418699999998,6.592946399999960,Swiss Confederation,"8236303","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Lazio Roma,,Roma,RM,"00182",41.890212800000000,12.517878200000000,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
"FabLab Belfast, Ashton Centre",http://fablabs.io.s3.amazonaws.com/2017/11/29/16/20/49/8821ef95-ed15-44bf-89c9-dd5622f1a0eb/katie.jpg,Belfast,,BT15 2BP,54.609989100000000,-5.935644099999990,United Kingdom of Great Britain and Northern Ireland,"64769452","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
Roxbury Innovation Center,,Roxbury,Ma,"02119",42.330153000000003,-71.083854000000002,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Glasgow Sculpture Studios,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/00/46/7db92695-5f92-4099-8744-dddda0126406/Glasgow Sculpture Studios.jpg,Glasgow,Scotland,G4 9SS,55.876153700000003,-4.258204900000010,United Kingdom of Great Britain and Northern Ireland,"64769452","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
Hyntegra3D,,Pescara,Pescara,"65127",42.454638511493400,14.218468653789500,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
LAB,,San Salvatore,GE,"16030",44.324230200000002,9.354939500000000,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Fab Lab Atacama-AIS,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/00/47/ed7b8131-ff6f-42ce-8d85-e02f4a20f089/Fab Lab Atacama-AIS.jpg,Antofagasta,Antofagasta,,-23.727641899999998,-70.436988600000006,Republic of Chile,"17789267","2017","2016",5. Emerging region: G20,3. Upper middle income,South America,Americas,South America,
FABLAB ARDUINER,,Rende,CS,"87036",39.331780000000002,16.183900000000001,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Makerspace Darmstadt,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/00/49/871deebb-6acb-4d3a-a95b-a5ad3548f405/Makerspace Darmstadt.jpg,Darmstadt,Deutschland,"64293",49.878367599999997,8.650399099999960,Federal Republic of Germany,"80594017","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
fablab tigullio,,San Salvatore,ge,"16030",44.324092000000000,9.354135000000040,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
